day,product_title,variant_title,total_sales,net_quantity
2019-07-24,Landbrød,,945.000,21
2019-07-24,Almond Croissant,,874.000,23
2019-07-24,Croissant,,700.000,25
2019-07-24,Kardemommesnurre,,1120.000,40
2019-07-24,Banana Bread,,600.000,20
2019-07-24,Rugbrød,,326.400,7
2019-07-25,Banana Bread,,570.000,19
2019-07-25,Half Landbrød,,25.000,1
2019-07-25,Almond Croissant,,532.000,14
2019-07-25,Surdejsstykke,3x,90.000,3
2019-07-25,Surdejsstykke,1x,96.000,8
2019-07-25,Landbrød,,1575.000,35
2019-07-25,Other brød,,144.000,3
2019-07-25,Kardemommesnurre,,1260.000,45
2019-07-25,Rugbrød,,336.000,7
2019-07-25,Croissant,,644.000,23
2019-07-26,Half Landbrød,,200.000,8
2019-07-26,Kardemommesnurre,,789.600,29
2019-07-26,Surdejsstykke,1x,36.000,3
2019-07-26,Surdejsstykke,3x,270.000,9
2019-07-26,Croissant,,812.000,29
2019-07-26,Banana Bread,,330.000,11
2019-07-26,Landbrød,,1251.000,28
2019-07-26,Rugbrød,,144.000,3
2019-07-26,Almond Croissant,,570.000,15
2019-07-26,Other brød,,470.400,10
2019-07-27,Other brød,,48.000,1
2019-07-27,Landbrød,,2124.010,48
2019-07-27,Banana Bread,,802.500,27
2019-07-27,Kardemommesnurre,,2060.800,74
2019-07-27,Almond Croissant,,1444.000,38
2019-07-27,Surdejsstykke,3x,210.000,7
2019-07-27,Surdejsstykke,1x,60.000,5
2019-07-27,Croissant,,1120.000,40
2019-07-27,Rugbrød,,124.810,3
2019-07-27,Half Landbrød,,65.000,3
2019-07-28,Surdejsstykke,1x,84.000,7
2019-07-28,Landbrød,,1062.000,24
2019-07-28,Rugbrød,,288.000,6
2019-07-28,Banana Bread,,505.500,17
2019-07-28,Croissant,,1344.000,48
2019-07-28,Kardemommesnurre,,1355.180,50
2019-07-28,Half Landbrød,,40.000,2
2019-07-28,Other brød,,336.000,7
2019-07-28,Surdejsstykke,3x,180.000,6
2019-07-28,Almond Croissant,,1102.000,29
2019-07-29,Half Landbrød,,121.250,5
2019-07-29,Surdejsstykke,3x,210.000,7
2019-07-29,Surdejsstykke,1x,72.000,6
2019-07-29,Croissant,,666.400,24
2019-07-29,Rugbrød,,182.400,4
2019-07-29,Banana Bread,,720.000,24
2019-07-29,Other brød,,230.400,5
2019-07-29,Almond Croissant,,950.000,25
2019-07-29,Landbrød,,1170.000,26
2019-07-29,Kardemommesnurre,,1342.600,49
2019-07-30,Half Landbrød,,50.000,2
2019-07-30,Rugbrød,,432.000,9
2019-07-30,Other brød,,432.000,9
2019-07-30,Banana Bread,,600.000,20
2019-07-30,Croissant,,728.000,26
2019-07-30,Surdejsstykke,3x,168.000,6
2019-07-30,Surdejsstykke,1x,84.000,7
2019-07-30,Landbrød,,1665.000,37
2019-07-30,Almond Croissant,,988.000,26
2019-07-30,Kardemommesnurre,,1355.200,50
2019-07-31,Landbrød,,1530.000,34
2019-07-31,Rugbrød,,288.000,6
2019-07-31,Kardemommesnurre,,1237.610,45
2019-07-31,Surdejsstykke,1x,72.000,6
2019-07-31,Surdejsstykke,3x,150.000,5
2019-07-31,Almond Croissant,,1938.000,51
2019-07-31,Other brød,,48.000,1
2019-07-31,Banana Bread,,840.000,28
2019-07-31,Half Landbrød,,200.000,8
2019-07-31,Croissant,,1400.000,50
2019-08-01,Banana Bread,,810.000,27
2019-08-01,Rugbrød,,144.000,3
2019-08-01,Surdejsstykke,1x,132.000,11
2019-08-01,Surdejsstykke,3x,210.000,7
2019-08-01,Half Landbrød,,120.000,5
2019-08-01,Other brød,,144.000,3
2019-08-01,Croissant,,1148.000,41
2019-08-01,Almond Croissant,,1406.000,37
2019-08-01,Kardemommesnurre,,1036.000,37
2019-08-01,Landbrød,,1350.000,30
2019-08-02,Almond Croissant,,1064.000,28
2019-08-02,Surdejsstykke,3x,90.000,3
2019-08-02,Croissant,,756.000,27
2019-08-02,Surdejsstykke,1x,456.000,46
2019-08-02,Other brød,,144.000,3
2019-08-02,Banana Bread,,810.000,27
2019-08-02,Rugbrød,,268.810,6
2019-08-02,Kardemommesnurre,,1646.400,60
2019-08-02,Half Landbrød,,125.000,5
2019-08-02,Landbrød,,1671.990,38
2019-08-03,Banana Bread,,990.000,33
2019-08-03,Rugbrød,,288.000,6
2019-08-03,Almond Croissant,,1162.810,31
2019-08-03,Kardemommesnurre,,2044.000,73
2019-08-03,Croissant,,1388.810,50
2019-08-03,Surdejsstykke,1x,156.000,13
2019-08-03,Half Landbrød,,214.990,9
2019-08-03,Surdejsstykke,3x,330.000,11
2019-08-03,Other brød,,528.000,11
2019-08-03,Landbrød,,2535.750,63
2019-08-04,Other brød,,384.000,8
2019-08-04,Half Landbrød,,175.000,7
2019-08-04,Almond Croissant,,1368.000,36
2019-08-04,Rugbrød,,192.000,4
2019-08-04,Surdejsstykke,3x,210.000,7
2019-08-04,Surdejsstykke,1x,60.000,5
2019-08-04,Banana Bread,,960.000,32
2019-08-04,Croissant,,940.790,34
2019-08-04,Kardemommesnurre,,1948.800,70
2019-08-04,Landbrød,,1215.000,27
2019-08-05,Almond Croissant,,912.000,24
2019-08-05,Surdejsstykke,3x,210.000,7
2019-08-05,Other brød,,384.000,8
2019-08-05,Banana Bread,,831.000,28
2019-08-05,Croissant,,1316.000,47
2019-08-05,Kardemommesnurre,,1400.000,50
2019-08-05,Rugbrød,,278.400,6
2019-08-05,Surdejsstykke,1x,120.000,10
2019-08-05,Half Landbrød,,125.000,5
2019-08-05,Landbrød,,1593.000,36
2019-08-06,Surdejsstykke,3x,300.000,10
2019-08-06,Landbrød,,1089.010,25
2019-08-06,Croissant,,728.000,26
2019-08-06,Kardemommesnurre,,1310.390,48
2019-08-06,Surdejsstykke,1x,84.000,7
2019-08-06,Banana Bread,,690.000,23
2019-08-06,Almond Croissant,,646.000,17
2019-08-06,Other brød,,336.000,7
2019-08-06,Half Landbrød,,25.000,1
2019-08-06,Rugbrød,,374.400,8
2019-08-07,Surdejsstykke,3x,150.000,5
2019-08-07,Rugbrød,,240.000,5
2019-08-07,Croissant,,1568.000,56
2019-08-07,Surdejsstykke,1x,72.000,6
2019-08-07,Half Landbrød,,100.000,4
2019-08-07,Kardemommesnurre,,1450.400,52
2019-08-07,Almond Croissant,,874.000,23
2019-08-07,Banana Bread,,870.000,29
2019-08-07,Other brød,,192.000,4
2019-08-07,Landbrød,,1298.250,29
2019-08-08,Rugbrød,,192.000,4
2019-08-08,Surdejsstykke,3x,120.000,4
2019-08-08,Almond Croissant,,1178.000,31
2019-08-08,Kardemommesnurre,,1204.000,43
2019-08-08,Banana Bread,,870.000,29
2019-08-08,Other brød,,288.000,6
2019-08-08,Landbrød,,1557.000,35
2019-08-08,Half Landbrød,,100.000,4
2019-08-08,Croissant,,1008.000,36
2019-08-08,Surdejsstykke,1x,60.000,5
2019-08-09,Banana Bread,,1020.000,34
2019-08-09,Almond Croissant,,684.000,18
2019-08-09,Surdejsstykke,3x,120.000,7
2019-08-09,Rugbrød,,96.000,2
2019-08-09,Surdejsstykke,1x,12.000,2
2019-08-09,Croissant,,644.000,23
2019-08-09,Half Landbrød,,150.000,6
2019-08-09,Other brød,,336.000,7
2019-08-09,Kardemommesnurre,,1276.800,46
2019-08-09,Landbrød,,1633.500,37
2019-08-10,Kardemommesnurre,,1871.800,67
2019-08-10,Rugbrød,,288.000,6
2019-08-10,Almond Croissant,,1672.000,44
2019-08-10,Landbrød,,2825.990,64
2019-08-10,Croissant,,1232.000,44
2019-08-10,Half Landbrød,,300.000,12
2019-08-10,Banana Bread,,1110.000,37
2019-08-10,Other brød,,422.410,10
2019-08-11,Banana Bread,,960.000,32
2019-08-11,Kardemommesnurre,,1991.240,75
2019-08-11,Landbrød,,1314.010,30
2019-08-11,Rabarberkage,,30.000,1
2019-08-11,Almond Croissant,,1140.000,30
2019-08-11,Other brød,,297.600,7
2019-08-11,Croissant,,957.600,37
2019-08-11,Rugbrød,,288.000,6
2019-08-11,Half Landbrød,,125.000,5
2019-08-12,Other brød,,192.000,4
2019-08-12,Croissant,,1008.000,36
2019-08-12,Landbrød,,1233.010,28
2019-08-12,Kardemommesnurre,,1548.400,56
2019-08-12,Half Landbrød,,250.000,10
2019-08-12,Banana Bread,,810.000,27
2019-08-12,Rugbrød,,144.000,3
2019-08-12,Almond Croissant,,1102.000,29
2019-08-13,Half Landbrød,,125.000,5
2019-08-13,Banana Bread,,780.000,26
2019-08-13,Kardemommesnurre,,1260.000,45
2019-08-13,Other brød,,144.000,3
2019-08-13,Rugbrød,,352.800,8
2019-08-13,Croissant,,1036.000,37
2019-08-13,Almond Croissant,,1254.000,33
2019-08-13,Landbrød,,1113.750,25
2019-08-14,Banana Bread,,690.000,23
2019-08-14,Almond Croissant,,1178.000,31
2019-08-14,Half Landbrød,,100.000,4
2019-08-14,Kardemommesnurre,,1316.000,47
2019-08-14,Other brød,,96.000,2
2019-08-14,Surdejsstykke,3x,90.000,3
2019-08-14,Surdejsstykke,1x,72.000,6
2019-08-14,Rugbrød,,288.000,6
2019-08-14,Landbrød,,1305.000,29
2019-08-14,Croissant,,912.800,33
2019-08-15,Surdejsstykke,1x,48.000,4
2019-08-15,Rugbrød,,144.000,3
2019-08-15,Kardemommesnurre,,1138.210,41
2019-08-15,Half Landbrød,,125.000,5
2019-08-15,Landbrød,,1507.500,35
2019-08-15,Surdejsstykke,3x,300.000,10
2019-08-15,Almond Croissant,,836.000,22
2019-08-15,Banana Bread,,1014.000,34
2019-08-15,Croissant,,1092.000,39
2019-08-15,Other brød,,144.000,3
2019-08-16,Banana Bread,,1045.500,35
2019-08-16,Surdejsstykke,3x,702.000,26
2019-08-16,Surdejsstykke,1x,105.600,9
2019-08-16,Kardemommesnurre,,1219.400,44
2019-08-16,Rugbrød,,336.000,7
2019-08-16,Other brød,,288.000,6
2019-08-16,Landbrød,,2052.000,46
2019-08-16,Half Landbrød,,90.000,4
2019-08-16,Almond Croissant,,1514.300,40
2019-08-16,Croissant,,896.000,32
2019-08-17,Kardemommesnurre,,2212.000,81
2019-08-17,Surdejsstykke,1x,84.000,7
2019-08-17,Croissant,,1232.000,44
2019-08-17,Almond Croissant,,2014.000,53
2019-08-17,Rugbrød,,384.000,8
2019-08-17,Other brød,,192.000,4
2019-08-17,Banana Bread,,1050.000,35
2019-08-17,Surdejsstykke,3x,258.000,9
2019-08-17,Half Landbrød,,75.000,3
2019-08-17,Landbrød,,2385.000,53
2019-08-18,Kardemommesnurre,,1153.600,42
2019-08-18,Landbrød,,1449.000,33
2019-08-18,Surdejsstykke,1x,24.000,2
2019-08-18,Almond Croissant,,1558.000,41
2019-08-18,Surdejsstykke,3x,210.000,7
2019-08-18,Half Landbrød,,100.000,4
2019-08-18,Croissant,,957.600,35
2019-08-18,Rugbrød,,240.000,5
2019-08-18,Other brød,,172.800,4
2019-08-18,Banana Bread,,780.000,26
2019-08-19,Landbrød,,1386.000,31
2019-08-19,Banana Bread,,750.000,25
2019-08-19,Other brød,,240.000,5
2019-08-19,Kardemommesnurre,,1120.000,40
2019-08-19,Almond Croissant,,722.000,19
2019-08-19,Rugbrød,,432.000,9
2019-08-19,Croissant,,420.000,15
2019-08-19,Half Landbrød,,25.000,1
2019-08-19,Surdejsstykke,3x,240.000,8
2019-08-19,Surdejsstykke,1x,36.000,3
2019-08-20,Banana Bread,,414.000,15
2019-08-20,Croissant,,700.000,25
2019-08-20,Rugbrød,,288.000,6
2019-08-20,Half Landbrød,,100.000,4
2019-08-20,Other brød,,240.000,5
2019-08-20,Landbrød,,1755.000,39
2019-08-20,Almond Croissant,,1026.000,27
2019-08-20,Surdejsstykke,3x,120.000,4
2019-08-20,Surdejsstykke,1x,48.000,4
2019-08-20,Kardemommesnurre,,1036.000,37
2019-08-21,Croissant,,728.000,26
2019-08-21,Kardemommesnurre,,1227.800,44
2019-08-21,Half Landbrød,,75.000,3
2019-08-21,Landbrød,,1052.000,24
2019-08-21,Almond Croissant,,722.000,19
2019-08-21,Other brød,,288.000,6
2019-08-21,Banana Bread,,600.000,20
2019-08-21,Rugbrød,,192.000,4
2019-08-21,Surdejsstykke,1x,36.000,3
2019-08-22,Banana Bread,,660.000,22
2019-08-22,Landbrød,,1215.000,29
2019-08-22,Other brød,,48.000,1
2019-08-22,Surdejsstykke,3x,60.000,2
2019-08-22,Almond Croissant,,912.000,24
2019-08-22,Surdejsstykke,1x,12.000,1
2019-08-22,Croissant,,812.000,29
2019-08-22,Kardemommesnurre,,1086.390,39
2019-08-22,Half Landbrød,,50.000,2
2019-08-22,Rugbrød,,240.000,5
2019-08-23,Kardemommesnurre,,1708.000,61
2019-08-23,Croissant,,1260.000,45
2019-08-23,Landbrød,,1332.000,30
2019-08-23,Banana Bread,,738.000,25
2019-08-23,Almond Croissant,,1216.000,32
2019-08-23,Rugbrød,,240.000,5
2019-08-23,Other brød,,336.000,7
2019-08-23,Half Landbrød,,150.000,6
2019-08-23,Surdejsstykke,1x,21.600,2
2019-08-23,Surdejsstykke,3x,372.000,15
2019-08-24,Banana Bread,,1020.000,34
2019-08-24,Rugbrød,,336.000,7
2019-08-24,Half Landbrød,,75.000,3
2019-08-24,Landbrød,,2227.500,57
2019-08-24,Kardemommesnurre,,1752.800,65
2019-08-24,Surdejsstykke,1x,72.000,6
2019-08-24,Croissant,,1360.800,49
2019-08-24,Almond Croissant,,1178.000,31
2019-08-24,Surdejsstykke,3x,300.000,10
2019-08-24,Other brød,,96.000,2
2019-08-25,Banana Bread,,660.000,22
2019-08-25,Other brød,,96.000,2
2019-08-25,Almond Croissant,,1254.000,33
2019-08-25,Landbrød,,1035.000,23
2019-08-25,Surdejsstykke,3x,180.000,6
2019-08-25,Half Landbrød,,75.000,3
2019-08-25,Surdejsstykke,1x,72.000,6
2019-08-25,Croissant,,1080.810,39
2019-08-25,Kardemommesnurre,,1780.810,64
2019-08-25,Rugbrød,,240.000,5
2019-08-26,Surdejsstykke,3x,150.000,5
2019-08-26,Half Landbrød,,50.000,2
2019-08-26,Rugbrød,,192.000,4
2019-08-26,Banana Bread,,450.000,15
2019-08-26,Landbrød,,1118.250,25
2019-08-26,Croissant,,504.000,18
2019-08-26,Other brød,,288.000,6
2019-08-26,Surdejsstykke,1x,60.000,5
2019-08-26,Almond Croissant,,1026.000,27
2019-08-26,Kardemommesnurre,,1024.810,37
2019-08-27,Landbrød,,1060.000,24
2019-08-27,Croissant,,695.810,25
2019-08-27,Rugbrød,,288.000,6
2019-08-27,Kardemommesnurre,,1204.000,43
2019-08-27,Surdejsstykke,3x,270.000,9
2019-08-27,Surdejsstykke,1x,36.000,3
2019-08-27,Other brød,,336.000,7
2019-08-27,Banana Bread,,840.000,28
2019-08-27,Almond Croissant,,754.290,20
2019-08-28,Surdejsstykke,1x,72.000,6
2019-08-28,Banana Bread,,334.090,12
2019-08-28,Surdejsstykke,3x,150.000,5
2019-08-28,Almond Croissant,,970.380,26
2019-08-28,Kardemommesnurre,,744.800,27
2019-08-28,Other brød,,48.000,1
2019-08-28,Landbrød,,1118.250,25
2019-08-28,Half Landbrød,,75.000,3
2019-08-28,Rugbrød,,192.000,4
2019-08-28,Croissant,,677.600,25
2019-08-29,Kardemommesnurre,,812.000,29
2019-08-29,Banana Bread,,720.000,24
2019-08-29,Landbrød,,936.000,21
2019-08-29,Half Landbrød,,100.000,4
2019-08-29,Surdejsstykke,1x,48.000,4
2019-08-29,Almond Croissant,,608.000,16
2019-08-29,Surdejsstykke,3x,150.000,5
2019-08-29,Rugbrød,,336.000,7
2019-08-29,Croissant,,1035.940,38
2019-08-30,Croissant,,532.000,19
2019-08-30,Kardemommesnurre,,784.000,28
2019-08-30,Half Landbrød,,90.000,4
2019-08-30,Landbrød,,1683.000,38
2019-08-30,Banana Bread,,690.000,23
2019-08-30,Surdejsstykke,1x,43.200,4
2019-08-30,Surdejsstykke,3x,384.000,15
2019-08-30,Rugbrød,,240.000,5
2019-08-30,Other brød,,48.000,1
2019-08-30,Almond Croissant,,1434.510,38
2019-08-31,Surdejsstykke,3x,330.000,11
2019-08-31,Kardemommesnurre,,1864.800,67
2019-08-31,Almond Croissant,,1178.000,31
2019-08-31,Croissant,,1248.810,45
2019-08-31,Banana Bread,,786.010,27
2019-08-31,Surdejsstykke,1x,96.000,8
2019-08-31,Half Landbrød,,125.000,5
2019-08-31,Rugbrød,,364.800,8
2019-08-31,Landbrød,,1692.000,38
2019-09-01,Banana Bread,,720.000,24
2019-09-01,Other brød,,316.800,7
2019-09-01,Half Landbrød,,100.000,4
2019-09-01,Landbrød,,1782.000,40
2019-09-01,Almond Croissant,,1710.000,45
2019-09-01,Croissant,,1092.000,39
2019-09-01,Rugbrød,,336.000,7
2019-09-01,Surdejsstykke,1x,72.000,6
2019-09-01,Surdejsstykke,3x,270.000,9
2019-09-01,Kardemommesnurre,,1512.000,54
2019-09-02,Kardemommesnurre,,1265.590,46
2019-09-02,Landbrød,,1710.000,38
2019-09-02,Croissant,,840.000,30
2019-09-02,Rugbrød,,288.000,6
2019-09-02,Cookie,Bright,22.000,1
2019-09-02,Almond Croissant,,722.000,19
2019-09-02,Other brød,,240.000,5
2019-09-02,Half Landbrød,,25.000,1
2019-09-02,Surdejsstykke,1x,60.000,5
2019-09-02,Surdejsstykke,3x,300.000,10
2019-09-02,Banana Bread,,630.000,21
2019-09-03,Half Landbrød,,100.000,4
2019-09-03,Other brød,,384.000,8
2019-09-03,Banana Bread,,750.000,25
2019-09-03,Rugbrød,,240.000,5
2019-09-03,Croissant,,280.000,10
2019-09-03,Kardemommesnurre,,1187.210,43
2019-09-03,Almond Croissant,,976.590,26
2019-09-03,Landbrød,,855.000,19
2019-09-03,Surdejsstykke,1x,24.000,2
2019-09-03,Surdejsstykke,3x,180.000,6
2019-09-04,Almond Croissant,,1126.690,30
2019-09-04,Kardemommesnurre,,1216.590,44
2019-09-04,Almond croix,,20.000,1
2019-09-04,Surdejsstykke,1x,60.000,5
2019-09-04,Surdejsstykke,3x,120.000,4
2019-09-04,Rugbrød,,336.000,7
2019-09-04,Croissant,,672.000,24
2019-09-04,Landbrød,,1478.250,33
2019-09-04,Banana Bread,,708.000,24
2019-09-04,Other brød,,96.000,2
2019-09-04,Half Landbrød,,100.000,4
2019-09-05,Kardemommesnurre,,672.000,24
2019-09-05,Almond Croissant,,798.000,21
2019-09-05,Landbrød,,488.250,11
2019-09-05,Surdejsstykke,3x,90.000,3
2019-09-05,Surdejsstykke,1x,48.000,4
2019-09-05,Rugbrød,,336.000,7
2019-09-05,Banana Bread,,750.000,25
2019-09-05,Croissant,,392.000,14
2019-09-05,Other brød,,192.000,4
2019-09-06,Half Landbrød,,125.000,5
2019-09-06,Croissant,,952.000,34
2019-09-06,Kardemommesnurre,,775.600,28
2019-09-06,Rugbrød,,220.810,5
2019-09-06,Banana Bread,,810.000,27
2019-09-06,Almond Croissant,,1584.600,42
2019-09-06,Arla Unika brød,,180.000,4
2019-09-06,Landbrød,,1250.990,30
2019-09-07,Croissant,,1400.000,50
2019-09-07,Surdejsstykke,3x,660.000,22
2019-09-07,Kardemommesnurre,,2464.000,88
2019-09-07,Half Landbrød,,100.000,4
2019-09-07,Other brød,,192.000,4
2019-09-07,Banana Bread,,960.000,32
2019-09-07,Rugbrød,,336.000,7
2019-09-07,Almond Croissant,,1786.000,47
2019-09-07,Surdejsstykke,1x,36.000,3
2019-09-07,Landbrød,,1620.000,36
2019-09-08,Landbrød,,1737.000,39
2019-09-08,Surdejsstykke,3x,270.000,9
2019-09-08,Other brød,,144.000,3
2019-09-08,Surdejsstykke,1x,84.000,7
2019-09-08,Rugbrød,,384.000,8
2019-09-08,Croissant,,952.000,34
2019-09-08,Banana Bread,,990.000,33
2019-09-08,Kardemommesnurre,,1444.800,52
2019-09-08,Half Landbrød,,75.000,3
2019-09-08,Almond Croissant,,1596.000,42
2019-09-09,Landbrød,,1107.000,25
2019-09-09,Almond Croissant,,836.000,22
2019-09-09,Surdejsstykke,3x,90.000,3
2019-09-09,Croissant,,588.000,21
2019-09-09,Kardemommesnurre,,532.000,19
2019-09-09,Rugbrød,,314.400,7
2019-09-09,Other brød,,280.800,6
2019-09-09,Surdejsstykke,1x,60.000,5
2019-09-09,Half Landbrød,,125.000,5
2019-09-09,Banana Bread,,810.000,27
2019-09-10,Landbrød,,810.000,18
2019-09-10,Banana Bread,,558.000,19
2019-09-10,Other brød,,240.000,5
2019-09-10,Rugbrød,,144.000,3
2019-09-10,Half Landbrød,,75.000,3
2019-09-10,Almond Croissant,,266.000,7
2019-09-10,Croissant,,308.000,11
2019-09-10,Surdejsstykke,3x,240.000,8
2019-09-10,Kardemommesnurre,,504.000,18
2019-09-10,Surdejsstykke,1x,24.000,2
2019-09-11,Other brød,,288.000,6
2019-09-11,Landbrød,,1350.000,30
2019-09-11,Pain au chocolate,,16.800,1
2019-09-11,Half Landbrød,,70.000,3
2019-09-11,Croissant,,476.000,17
2019-09-11,Banana Bread,,750.000,25
2019-09-11,Rugbrød,,240.000,5
2019-09-11,Kardemommesnurre,,1596.000,67
2019-09-11,Pain au chocolat,,120.000,4
2019-09-11,Surdejsstykke,1x,48.000,4
2019-09-11,Almond Croissant,,678.300,18
2019-09-11,Surdejsstykke,3x,150.000,5
2019-09-12,Almond Croissant,,1084.890,29
2019-09-12,Other brød,,240.000,5
2019-09-12,Kardemommesnurre,,975.810,35
2019-09-12,Croissant,,504.000,18
2019-09-12,Landbrød,,1260.000,28
2019-09-12,Surdejsstykke,3x,60.000,2
2019-09-12,Surdejsstykke,1x,60.000,5
2019-09-12,Rugbrød,,321.600,7
2019-09-12,Banana Bread,,300.000,10
2019-09-12,Half Landbrød,,50.000,2
2019-09-13,Other brød,,288.000,6
2019-09-13,Surdejsstykke,3x,342.000,14
2019-09-13,Banana Bread,,900.000,30
2019-09-13,Almond Croissant,,1254.000,33
2019-09-13,Croissant,,884.800,32
2019-09-13,Kardemommesnurre,,1288.000,46
2019-09-13,Rugbrød,,384.000,8
2019-09-13,Landbrød,,1890.000,42
2019-09-13,Half Landbrød,,100.000,4
2019-09-13,Surdejsstykke,1x,207.000,21
2019-09-14,Half Landbrød,,75.000,3
2019-09-14,Surdejsstykke,1x,36.000,3
2019-09-14,Almond Croissant,,1786.000,47
2019-09-14,Surdejsstykke,3x,270.000,9
2019-09-14,Rugbrød,,288.000,6
2019-09-14,Banana Bread,,1080.000,36
2019-09-14,Landbrød,,2826.000,63
2019-09-14,Kardemommesnurre,,2436.000,87
2019-09-14,Other brød,,374.400,8
2019-09-14,Croissant,,1310.400,47
2019-09-15,Half Landbrød,,50.000,2
2019-09-15,Croissant,,1092.000,39
2019-09-15,Banana Bread,,696.000,24
2019-09-15,Kardemommesnurre,,1484.000,53
2019-09-15,Landbrød,,1125.000,25
2019-09-15,Almond Croissant,,1520.000,40
2019-09-15,Other brød,,240.000,5
2019-09-15,Surdejsstykke,3x,300.000,10
2019-09-15,Surdejsstykke,1x,72.000,6
2019-09-15,Rugbrød,,288.000,6
2019-09-16,Rugbrød,,336.000,7
2019-09-16,Other brød,,96.000,2
2019-09-16,Croissant,,1036.000,37
2019-09-16,Surdejsstykke,1x,60.000,5
2019-09-16,Surdejsstykke,3x,90.000,3
2019-09-16,Half Landbrød,,75.000,3
2019-09-16,Almond Croissant,,684.000,18
2019-09-16,Landbrød,,1440.000,32
2019-09-16,Banana Bread,,780.000,26
2019-09-16,Kardemommesnurre,,957.600,35
2019-09-17,Croissant,,812.000,29
2019-09-17,Surdejsstykke,1x,60.000,5
2019-09-17,Rugbrød,,96.000,2
2019-09-17,Surdejsstykke,3x,312.000,11
2019-09-17,Banana Bread,,420.000,14
2019-09-17,Kardemommesnurre,,1251.600,45
2019-09-17,Almond Croissant,,684.000,18
2019-09-17,Landbrød,,450.000,10
2019-09-18,Almond Croissant,,760.000,20
2019-09-18,Kardemommesnurre,,1176.000,42
2019-09-18,Half Landbrød,,25.000,1
2019-09-18,Surdejsstykke,3x,120.000,4
2019-09-18,Surdejsstykke,1x,60.000,5
2019-09-18,Banana Bread,,498.000,17
2019-09-18,Landbrød,,900.000,20
2019-09-18,Croissant,,532.000,19
2019-09-18,Rugbrød,,192.000,4
2019-09-19,Surdejsstykke,3x,210.000,7
2019-09-19,Banana Bread,,720.000,24
2019-09-19,Surdejsstykke,1x,60.000,5
2019-09-19,Croissant,,1143.800,41
2019-09-19,Half Landbrød,,20.000,1
2019-09-19,Landbrød,,1395.000,31
2019-09-19,Kardemommesnurre,,1092.000,39
2019-09-19,Almond Croissant,,418.000,11
2019-09-19,Rugbrød,,48.000,1
2019-09-20,Other brød,,240.000,5
2019-09-20,Landbrød,,1156.490,26
2019-09-20,Surdejsstykke,3x,522.000,20
2019-09-20,Surdejsstykke,1x,273.600,23
2019-09-20,Banana Bread,,720.000,24
2019-09-20,Rugbrød,,376.810,8
2019-09-20,Kardemommesnurre,,1624.000,58
2019-09-20,Half Landbrød,,100.000,4
2019-09-20,Croissant,,1092.000,39
2019-09-20,Almond Croissant,,824.600,22
2019-09-21,Half Landbrød,,100.000,4
2019-09-21,Kardemommesnurre,,2385.600,86
2019-09-21,Other brød,,240.000,5
2019-09-21,Rugbrød,,288.000,6
2019-09-21,Landbrød,,2367.000,53
2019-09-21,Surdejsstykke,1x,132.000,11
2019-09-21,Surdejsstykke,3x,450.000,15
2019-09-21,Almond Croissant,,1520.000,40
2019-09-21,Croissant,,1080.810,39
2019-09-21,Pain au chocolat,,480.000,16
2019-09-21,Banana Bread,,750.000,25
2019-09-22,Half Landbrød,,125.000,5
2019-09-22,Kardemommesnurre,,1276.810,48
2019-09-22,Croissant,,980.000,35
2019-09-22,Surdejsstykke,3x,221.990,9
2019-09-22,Rugbrød,,288.000,6
2019-09-22,Landbrød,,1125.000,25
2019-09-22,Other brød,,288.000,6
2019-09-22,Banana Bread,,600.000,20
2019-09-22,Surdejsstykke,1x,84.000,7
2019-09-22,Almond Croissant,,646.000,19
2019-09-22,Pain au chocolat,,360.000,14
2019-09-23,Surdejsstykke,3x,120.000,4
2019-09-23,Banana Bread,,480.000,16
2019-09-23,Rugbrød,,367.200,8
2019-09-23,Croissant,,560.000,20
2019-09-23,Kardemommesnurre,,672.000,24
2019-09-23,Landbrød,,1620.000,36
2019-09-23,Half Landbrød,,125.000,5
2019-09-23,Other brød,,230.400,5
2019-09-23,Surdejsstykke,1x,48.000,4
2019-09-23,Almond Croissant,,304.000,8
2019-09-23,Pain au chocolat,,360.000,12
2019-09-24,Pain au chocolat,,270.000,9
2019-09-24,Other brød,,96.000,2
2019-09-24,Kardemommesnurre,,896.000,32
2019-09-24,Landbrød,,1125.000,25
2019-09-24,Banana Bread,,630.000,21
2019-09-24,Rugbrød,,240.000,5
2019-09-24,Half Landbrød,,75.000,3
2019-09-24,Surdejsstykke,1x,84.000,7
2019-09-24,Surdejsstykke,3x,390.000,13
2019-09-24,Croissant,,672.000,24
2019-09-24,Almond Croissant,,532.000,14
2019-09-25,Landbrød,,1514.250,34
2019-09-25,Half Landbrød,,75.000,3
2019-09-25,Almond Croissant,,1056.400,28
2019-09-25,Kardemommesnurre,,1582.420,59
2019-09-25,Pain au chocolat,,180.000,6
2019-09-25,Croissant,,588.000,21
2019-09-25,Surdejsstykke,1x,108.000,9
2019-09-25,Rugbrød,,376.800,8
2019-09-25,Other brød,,192.000,4
2019-09-25,Surdejsstykke,3x,270.000,9
2019-09-25,Banana Bread,,747.460,26
2019-09-26,Surdejsstykke,3x,90.000,3
2019-09-26,Almond Croissant,,836.000,22
2019-09-26,Other brød,,566.400,12
2019-09-26,Half Landbrød,,25.000,1
2019-09-26,Banana Bread,,534.000,18
2019-09-26,Surdejsstykke,1x,36.000,3
